run_name,cluster,budget_half,hypothesis,variant,seed,train_split_id,val_split_id,test_split_id,confirm_split_id,stage,commit,parent_checkpoint,teacher_source,teacher_channels,release_schedule,config_path,results_dir,status,reproduced,retired,retirement_reason,summary_json,verification_json,verification_status,notes
hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_p1,C,fruitful,"Once the verified 1821 teacher-seeded source enters a route-faithful basin, a small reopen may restore content quality without losing routing.",teacher1821_memoryreadout_recovery,1832,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed scout. Independent verify on the selected checkpoint gives overall=0.6380, route=0.8278, fq_acc=0.2894, fq_route=0.9144, fq_exit=122.29. This is the strongest small-reopen recovery from the verified 1821 source so far, improving content over the unrepaired source while preserving the late-route basin."
hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_rerun1,C,fruitful,The strongest small-reopen recovery from the verified 1821 teacher-seeded source should reproduce exactly before promotion.,teacher1821_memoryreadout_recovery_rerun,1832,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_memoryreadout.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_rerun1,completed,base_match,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_rerun1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_memoryreadout_seed1832_rerun1/artifacts/phase8_verify/verification.json,base_verified,"Exact same-seed rerun completed and independently verified. It matches the original selected checkpoint at overall=0.6380, route=0.8278, fq_acc=0.2894, fq_route=0.9144, fq_exit=122.29, so the modest 1821-source memory+readout recovery is real and reproducible."
hard_st_b_v2_teacher1821_refine_sinkcore_seed1833_p1,C,fruitful,"If memory+readout only gives a modest content gain from the verified 1821 source, sinkcore reopening may be the smallest stronger repair that preserves the route basin while improving final-query accuracy further.",teacher1821_sinkcore_recovery,1833,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1821_refine_sinkcore.yaml,results/phase8_dev/hard_st_b_v2_teacher1821_refine_sinkcore_seed1833_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1821_refine_sinkcore_seed1833_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1821_refine_sinkcore_seed1833_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed scout and independently verified. Selected checkpoint gives overall=0.6276, route=0.8226, fq_acc=0.2741, fq_route=0.9104, fq_exit=121.71. It preserves the route-faithful basin but does not beat the 1832 memory+readout reopen on content."
hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_longer_lowlr_seed1839_p1,C,fruitful,"If the promising 1838 memory-only longer branch is failing because the reopen optimization is too aggressive, lowering the recovery LR should preserve the route-faithful basin while keeping or improving the small content gain.",teacher1826_selectroute_memoryonly_recovery_longer_lowlr,1839,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_memoryonly_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_longer_lowlr_seed1839_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_longer_lowlr_seed1839_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_longer_lowlr_seed1839_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed the low-LR stability follow-up and independently verified the saved best checkpoint. It preserves the 1826 route-faithful basin cleanly at overall=0.2529, route=0.4847, fq_acc=0.2687, fq_route=0.9953, fq_exit=127.00. Relative to the unstable 1838 run it trades away a little content lift for much better stability, so lower LR stabilizes the basin but does not obviously solve the content bottleneck."
hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_longer_seed1838_p1,C,fruitful,"If the minimal memory-only reopen needs more optimization budget rather than more trainable modules, a longer memory-only refinement from the same 1826 selectroute source may recover content while keeping the basin intact.",teacher1826_selectroute_memoryonly_recovery_longer,1838,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_memoryonly_longer.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_longer_seed1838_p1,stopped_early,,false,,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_longer_seed1838_p1/artifacts/phase8_verify/verification.json,base_verified,"Stopped after the failure mode was clear, then independently verified the saved best checkpoint. The longer memory-only branch preserved the route-faithful basin and improved content modestly at its early best checkpoint: overall=0.2546, route=0.4850, fq_acc=0.2727, fq_route=0.9960, fq_exit=126.80. Later training drift destroyed routing, so this is a real but optimization-unstable positive."
hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_seed1835_p1,C,fruitful,"If sinkcore only helps because the smaller reopen is underpowered, a memory-only reopen should reveal whether the route-faithful 1826 source already contains enough content structure to recover with the minimal memory path.",teacher1826_selectroute_memoryonly_recovery,1835,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_memoryonly.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_seed1835_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_seed1835_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryonly_seed1835_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed scout and independently verified. The minimal memory-only reopen lands at overall=0.2516, route=0.4847, fq_acc=0.2667, fq_route=0.9953, fq_exit=126.95, essentially matching the stronger sinkcore reopen on route fidelity while trailing slightly on overall accuracy."
hard_st_b_v2_teacher1826_selectroute_refine_memoryreadout_longer_lowlr_seed1843_p1,C,fruitful,"If the stronger 1826 selectroute source still has hidden content headroom, a longer lower-LR memory+readout refinement may improve content while preserving its nearly perfect route-faithful basin.",teacher1826_selectroute_memoryreadout_recovery_longer_lowlr,1843,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_memoryreadout_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryreadout_longer_lowlr_seed1843_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryreadout_longer_lowlr_seed1843_p1/summary.json,,unverified,"Completed the companion longer lower-LR memory+readout recovery from the stronger 1826 selectroute source. It preserved the route-faithful basin almost perfectly but did not unlock content: summary test overall=0.2555, route=0.4863, fq_acc=0.2654, fq_route=0.9980, fq_exit=127.00. Treat this as a route-faithful/content-flat boundary result unless independent verify changes that conclusion."
hard_st_b_v2_teacher1826_selectroute_refine_memoryreadout_seed1834_p1,C,fruitful,"If selectroute-selected teacher-seeded basin entry is real, the smallest recovery recipe should be able to improve content from the stronger 1826 source without destroying route fidelity.",teacher1826_selectroute_memoryreadout_recovery,1834,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_memoryreadout.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryreadout_seed1834_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryreadout_seed1834_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_memoryreadout_seed1834_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed scout from the stronger 1826 selectroute source. Best val improved only slightly to overall=0.2485, fq_acc=0.2602, fq_route=0.9762, fq_exit=126.11 before late drift. This confirms that a small memory+readout reopen preserves the route-faithful basin but does not materially recover content."
hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_longer_seed1837_p1,C,fruitful,"If the reproducible 1836 sinkcore reopen is still underpowered on content, a longer sinkcore refinement from the same 1826 selectroute source may improve final-query accuracy without destroying the route-faithful basin.",teacher1826_selectroute_sinkcore_recovery_longer,1837,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_sinkcore_longer.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_longer_seed1837_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_longer_seed1837_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_longer_seed1837_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed longer sinkcore tuning and independently verified the saved best checkpoint. Because selection stayed on per_mode.delay_to_final_query.accuracy, the saved checkpoint drifted into route collapse: overall=0.2591, route=0.0059, fq_acc=0.2721, fq_route=0.0000, fq_exit=22.45. The best route-preserving validation checkpoint occurred much earlier (step 143), so the failure mode is selector/optimization drift rather than missing route-faithful capacity."
hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_longer_selectroute_seed1840_p1,C,fruitful,"If the 1837 sinkcore longer failure is mostly a checkpoint-selection problem rather than a training failure, selecting by final-query route instead of final-query accuracy should recover the best route-faithful checkpoint and show whether sinkcore adds any real content gain beyond memory-only.",teacher1826_selectroute_sinkcore_recovery_longer_selectroute,1840,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_sinkcore_longer_selectroute.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_longer_selectroute_seed1840_p1,stopped_early,,false,,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_longer_selectroute_seed1840_p1/artifacts/phase8_verify/verification.json,base_verified,"Stopped once the route-selected control question was answered. Independent base verify on the saved best checkpoint gives overall=0.2526, route=0.4854, fq_acc=0.2353, fq_route=0.9967, fq_exit=127.00. So switching selection to final-query route does preserve the 1826 basin cleanly, but sinkcore still does not buy meaningful content over the simpler memory-only branch."
hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_p1,C,fruitful,"If the stronger 1826 selectroute source still needs more capacity than memory+readout to recover content, a sinkcore reopen may be the smallest stronger repair that preserves the route basin.",teacher1826_selectroute_sinkcore_recovery,1836,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_sinkcore.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_p1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_p1/artifacts/phase8_verify/verification.json,base_verified,"Completed scout from the stronger 1826 selectroute source. Independent verify gives overall=0.2562, route=0.4847, fq_acc=0.2667, fq_route=0.9953, fq_exit=127.00, so sinkcore modestly improves task quality over the smaller 1834 reopen while preserving the route-faithful basin."
hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_rerun1,C,fruitful,"If the 1836 sinkcore reopen is a real content-recovery improvement rather than a lucky preserved-route checkpoint, the exact same-seed rerun should reproduce its modest teacher-free content lift from the 1826 selectroute source.",teacher1826_selectroute_sinkcore_recovery_rerun,1836,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1826_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1826_selectroute_refine_sinkcore.yaml,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_rerun1,completed,base_match,false,,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_rerun1/summary.json,results/phase8_dev/hard_st_b_v2_teacher1826_selectroute_refine_sinkcore_seed1836_rerun1/artifacts/phase8_verify/verification.json,base_verified,"Exact same-seed rerun completed and independently verified. It matches the original sinkcore reopen at overall=0.2562, route=0.4847, fq_acc=0.2667, fq_route=0.9953, fq_exit=127.00, so the modest 1826-source sinkcore recovery lift is reproducible."
hard_st_b_v2_teacher1865_refine_memoryonly_longer_lowlr_seed1875_p1,C,fruitful,"If the saved 1865 route-perfect basin is genuinely usable and not just a teacher-shaped dead end, the smallest reopen should already raise content while keeping delayed-route structure almost intact.",teacher1865_memoryonly_recovery_longer_lowlr,1875,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_delayed_dropout_seed1865_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_delayed_dropout_seed1865_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1865_refine_memoryonly_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1865_refine_memoryonly_longer_lowlr_seed1875_p1,stopped_early,,true,minimal_memoryonly_reopen_preserved_route_but_never_lifted_content_and_later_collapsed,,,unverified,"Stopped early after it answered the minimal-reopen question. Best val at step 119 stayed essentially at the 1865 source regime (overall=0.2559, fq_acc=0.2582, fq_route=0.9940, fq_exit=126.89); later checkpoints collapsed toward early exits, so the branch was retired in favor of stronger reopen variants."
hard_st_b_v2_teacher1865_refine_memoryreadout_longer_lowlr_seed1876_p1,C,fruitful,"If the saved 1865 route-perfect basin contains recoverable content signal, memory+readout reopening should beat the minimal memory-only branch while keeping late-route fidelity.",teacher1865_memoryreadout_recovery_longer_lowlr,1876,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_delayed_dropout_seed1865_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_delayed_dropout_seed1865_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1865_refine_memoryreadout_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1865_refine_memoryreadout_longer_lowlr_seed1876_p1,completed,,false,,,,unverified,Memory+readout reopen from the saved 1865 basin preserved the route-perfect regime through early checkpoints but never improved content; by the end of training it had fallen back toward an early-exit route-dead basin. Logged as a completed scout pending any later negative-side verification.
hard_st_b_v2_teacher1879_refine_memoryonly_longer_lowlr_seed1884_p1,C,fruitful,"If the route-faithful 1879 teacher-seeded basin is already content-recoverable, the smallest reopen (memory-only) should raise final-query accuracy while preserving delayed-route structure.",teacher1879_memoryonly_recovery_longer_lowlr,1884,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1879_refine_memoryonly_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1879_refine_memoryonly_longer_lowlr_seed1884_p1,stopped_early,,true,memory_only_reopen_from_1879_destroyed_route_basin_without_content_gain,,,unverified,"Stopped early after the recovery question was answered. Best checkpoint at step 143 had overall=0.2471, fq_acc=0.2622, fq_route=0.0, fq_exit=86.19, so the smallest reopen destroyed the route-faithful 1879 basin without lifting content."
hard_st_b_v2_teacher1879_refine_memoryreadout_longer_lowlr_seed1885_p1,C,fruitful,"If the 1879 teacher-seeded basin needs only a small content head reopen, memory+readout should outperform memory-only while keeping the route-faithful basin intact.",teacher1879_memoryreadout_recovery_longer_lowlr,1885,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1879_refine_memoryreadout_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1879_refine_memoryreadout_longer_lowlr_seed1885_p1,stopped_early,,true,memory_readout_reopen_from_1879_destroyed_route_basin_without_content_gain,,,unverified,"Stopped early after the memory+readout comparison answered cleanly. Best checkpoint at step 215 had overall=0.2559, fq_acc=0.2582, fq_route=0.0, fq_exit=22.81, so the larger reopen also failed to preserve the 1879 route-faithful basin."
hard_st_b_v2_teacher1879_refine_readoutonly_longer_lowlr_seed1886_p1,C,fruitful,"If memory reopening is what destroys the fragile 1879 route basin, readout-only refinement should preserve routing better than memory-based reopenings while giving content a chance to move.",teacher1879_readoutonly_recovery_longer_lowlr,1886,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1879_refine_readoutonly_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1879_refine_readoutonly_longer_lowlr_seed1886_p1,completed,,false,,,results/phase8_dev/hard_st_b_v2_teacher1879_refine_readoutonly_longer_lowlr_seed1886_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Head-only recovery boundary. Base overall=0.2497, fq_acc=0.2540, fq_route=0.9004, fq_exit=123.00. Full-locked fq_route=0.9866."
hard_st_b_v2_teacher1879_refine_sinkreadout_longer_lowlr_seed1887_p1,C,fruitful,"If the 1879 basin needs only a fixed memory plus a larger content head, sink+readout reopening should outperform readout-only while still avoiding the memory-drift failure mode.",teacher1879_sinkreadout_recovery_longer_lowlr,1887,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1,none_at_recovery_time,teacher_free_recovery,configs/phase8/dev/hard_st_benchmark_b_v2_teacher1879_refine_sinkreadout_longer_lowlr.yaml,results/phase8_dev/hard_st_b_v2_teacher1879_refine_sinkreadout_longer_lowlr_seed1887_p1,completed,,false,,,results/phase8_dev/hard_st_b_v2_teacher1879_refine_sinkreadout_longer_lowlr_seed1887_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Head-only recovery boundary. Base overall=0.2646, fq_acc=0.2654, fq_route=0.8930, fq_exit=123.00. Full-locked fq_route=0.9866."
hybrid_es_b_v2_teacher1821_resume_from1821_seed1851_p1,D,fruitful,"If ES needs to act before the small content-recovery reopen rather than after it, 2-GPU adapter ES directly from the raw 1821 teacher-seeded source should preserve near-perfect delayed routing and potentially improve the content ceiling.",teacher1821_adapter_es,1851,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_es_time,teacher_free_es_resume,configs/phase8/dev/hybrid_es_benchmark_b_v2_teacher1821_resume_from1821.yaml,results/phase8_dev/hybrid_es_b_v2_teacher1821_resume_from1821_seed1851_p1,completed,,false,,results/phase8_dev/hybrid_es_b_v2_teacher1821_resume_from1821_seed1851_p1/summary.json,results/phase8_dev/hybrid_es_b_v2_teacher1821_resume_from1821_seed1851_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Adapter ES directly from the raw 1821 teacher-seeded source completed in a route-perfect/content-flat regime. Raw test overall=0.6379, route=0.8735, fq_acc=0.2585, fq_route=1.0000, fq_exit=127.00. Independent confirms preserve route fidelity much better than the 1842-after-recovery ES branch: base overall=0.6174, fq_acc=0.2412, fq_route=1.0000, fq_exit=127.00; full_locked fq_route=0.8352; longdistance fq_route=0.8006."
hybrid_es_b_v2_teacher1821_resume_routeronly_from1821_seed1851_p1,D,fruitful,"If the 1821 adapter-ES result is only coming from adapter freedom, the matched router-only branch should fall back toward the route-negative regime or at least weaken the late-route fidelity.",teacher1821_routeronly_es,1851,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1/hard_st_best.pt,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectacc_seed1821_rerun1,none_at_es_time,teacher_free_es_resume,configs/phase8/dev/hybrid_es_benchmark_b_v2_teacher1821_resume_routeronly_from1821.yaml,results/phase8_dev/hybrid_es_b_v2_teacher1821_resume_routeronly_from1821_seed1851_p1,completed,,false,,results/phase8_dev/hybrid_es_b_v2_teacher1821_resume_routeronly_from1821_seed1851_p1/summary.json,results/phase8_dev/hybrid_es_b_v2_teacher1821_resume_routeronly_from1821_seed1851_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Matched router-only ES from the raw 1821 source is nearly identical to the adapter branch on the base split: raw test overall=0.6362, route=0.8735, fq_acc=0.2550, fq_route=1.0000, fq_exit=127.00. Confirm verify is somewhat weaker than the adapter branch on held shifts: base overall=0.6267, fq_acc=0.2596, fq_route=1.0000, full_locked fq_route=0.7289, longdistance fq_route=0.6528. Adapters are not required for the route-perfect/content-flat ES regime on the raw 1821 source, but they help confirmation stability."
