run_name,cluster,bucket,source_family,seed,split_ids,status,commit,parent_checkpoint,route_anchor,content_teacher,memory_router_control_frozen,trainable_components,aux_or_distill_targets,result_summary,verification_status,retirement_reason,trainable_params,train_steps,wallclock_hours,gpu_count
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_hardslice_fqhld_selectlexi_panel18052_seed18156_p1,C,training-contract,1874,18156,base+full_locked+finalquery_heavy+longdistance,running,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector on sidecar channel seed-panel root 18052,launching fifth 18052 panel seed on GPU0,pending_live,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot4_shared_mean_base_panel18026_seed18226_p1,A,mainline,1874,18226,base+full_locked+finalquery_heavy+longdistance,running,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,4-slot shared content channel mean pooling seed-panel root 18026,launching first 18026 panel seed on GPU1,pending_live,,3087888,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot4_shared_mean_base_panel18026_seed18227_p1,A,mainline,1874,18227,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,4-slot shared content channel mean pooling seed-panel root 18026 queued for multislot-vs-sidecar comparison,,,,3087888,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot4_shared_mean_base_panel18026_seed18228_p1,A,mainline,1874,18228,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,4-slot shared content channel mean pooling seed-panel root 18026 queued for multislot-vs-sidecar comparison,,,,3087888,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot4_shared_mean_base_panel18026_seed18229_p1,A,mainline,1874,18229,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,4-slot shared content channel mean pooling seed-panel root 18026 queued for multislot-vs-sidecar comparison,,,,3087888,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot4_shared_mean_base_panel18026_seed18230_p1,A,mainline,1874,18230,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,4-slot shared content channel mean pooling seed-panel root 18026 queued for multislot-vs-sidecar comparison,,,,3087888,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_panel18060_seed18260_p1,D,training-contract,1874,18260,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) on trajectory_bank sidecar seed-panel root 18060 queued as stronger sidecar panel baseline,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_panel18060_seed18261_p1,D,training-contract,1874,18261,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) on trajectory_bank sidecar seed-panel root 18060 queued as stronger sidecar panel baseline,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_panel18060_seed18262_p1,D,training-contract,1874,18262,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) on trajectory_bank sidecar seed-panel root 18060 queued as stronger sidecar panel baseline,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_panel18060_seed18263_p1,D,training-contract,1874,18263,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) on trajectory_bank sidecar seed-panel root 18060 queued as stronger sidecar panel baseline,,,,3219344,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_dualanchor16081_base_panel18060_seed18264_p1,D,training-contract,1874,18264,base+full_locked+finalquery_heavy+longdistance,config_ready,0c5bf34,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) on trajectory_bank sidecar seed-panel root 18060 queued as stronger sidecar panel baseline,,,,3219344,640,,1
